usage_id,user_id,api_id,usage_date,total_requests,successful_requests,failed_requests,success_rate,error_rate
152,523,81,2026-01-07,1689,1631,58,96.56601539372409,3.433984606275903
153,3290,136,2026-02-17,4316,4210,106,97.54402224281742,2.4559777571825765
154,1363,48,2026-02-10,4995,4990,5,99.8998998998999,0.10010010010010009
155,4204,85,2026-03-20,914,515,399,56.3457330415755,43.65426695842451
156,664,195,2026-03-26,2425,2348,77,96.82474226804125,3.175257731958763
157,867,182,2026-02-11,1127,1075,52,95.38598047914817,4.614019520851819
158,352,97,2026-01-01,3339,3197,142,95.74722970949387,4.252770290506139
159,4340,145,2026-03-13,530,515,15,97.16981132075472,2.8301886792452833
160,2982,184,2026-04-23,4018,4010,8,99.80089596814335,0.1991040318566451
161,159,159,2026-03-10,1813,1735,78,95.69773855488141,4.302261445118588
162,987,99,2026-02-05,665,525,140,78.94736842105263,21.052631578947366
163,518,20,2026-04-06,14768675,14494137,274538,98.14107900674908,1.858920993250918
164,2801,109,2026-03-02,316,309,7,97.78481012658227,2.2151898734177213
165,2668,191,2026-04-21,1744,1726,18,98.96788990825688,1.0321100917431194
166,2233,4,2026-03-25,3379,3290,89,97.36608464042617,2.6339153595738383
167,3840,2,2026-02-04,3558,3428,130,96.34626194491287,3.6537380550871275
168,4795,223,2026-01-07,18664781,18343455,321326,98.27843680566089,1.7215631943391139
169,724,115,2026-04-24,1937,1850,87,95.50851832731027,4.491481672689726
170,781,68,2026-01-02,1728,1673,55,96.81712962962963,3.1828703703703707
171,3145,206,2026-03-12,222,220,2,99.09909909909909,0.9009009009009009
172,796,87,2026-01-14,4393,4179,214,95.1286137036194,4.871386296380606
173,954,228,2026-02-27,269,267,2,99.25650557620817,0.7434944237918215
174,1643,188,2026-02-12,4826,4628,198,95.89722337339411,4.102776626605885
175,505,229,2026-02-23,4466,4375,91,97.96238244514106,2.037617554858934
176,3643,149,2026-04-29,3713,3619,94,97.46835443037975,2.5316455696202533
177,4145,163,2026-04-15,4705,4550,155,96.70563230605738,3.294367693942614
178,4638,74,2026-03-04,920,881,39,95.76086956521739,4.239130434782608
179,2945,243,2026-03-01,2669,2540,129,95.16672911202697,4.833270887973024
180,873,71,2026-02-22,2395,2287,108,95.49060542797496,4.509394572025053
181,3731,129,2026-03-16,0,0,0,0.0,0.0
182,4740,142,2026-04-18,391,382,9,97.69820971867009,2.3017902813299234
183,4349,199,2026-01-13,4429,4417,12,99.72905847821178,0.27094152178821407
184,739,25,2026-02-21,3265,3140,125,96.17151607963247,3.828483920367534
186,1147,196,2026-04-24,2867,2815,52,98.18625741192885,1.8137425880711544
187,3955,11,2026-03-09,0,0,0,0.0,0.0
188,912,167,2026-04-25,2451,2429,22,99.10240718074256,0.8975928192574459
189,3516,207,2026-03-18,1317,1298,19,98.55732725892179,1.442672741078208
191,2305,75,2026-01-10,3446,3281,165,95.21183981427743,4.788160185722577
192,4290,131,2026-02-09,1254,1223,31,97.52791068580542,2.472089314194577
193,4349,237,2026-02-11,1993,1969,24,98.7957852483693,1.2042147516307076
194,4428,240,2026-01-14,18391513,18229599,161914,99.11962653643558,0.8803734635644169
195,1663,16,2026-03-26,4751,4585,166,96.50599873710797,3.4940012628920227
196,3257,230,2026-04-09,1520,1459,61,95.98684210526316,4.0131578947368425
197,1106,64,2026-04-30,1018,983,35,96.56188605108055,3.43811394891945
198,2472,71,2026-03-08,1692,1681,11,99.34988179669031,0.6501182033096926
199,2423,100,2026-02-10,3692,3576,116,96.85807150595883,3.14192849404117
200,1198,140,2026-04-23,3576,3488,88,97.53914988814317,2.460850111856823
201,1386,36,2026-03-05,3715,3654,61,98.35800807537012,1.6419919246298789
202,1715,29,2026-02-03,4314,4237,77,98.21511358368103,1.7848864163189613
203,2330,54,2026-03-20,902,851,51,94.34589800443459,5.65410199556541
204,3257,100,2026-01-29,1587,1521,66,95.84120982986768,4.158790170132325
205,2095,43,2026-01-18,4781,4749,32,99.3306839573311,0.6693160426688978
206,4473,117,2026-02-04,19615527,19385538,229989,98.8275155696811,1.1724844303189
207,3211,21,2026-01-09,2585,2546,39,98.49129593810446,1.5087040618955514
208,448,246,2026-01-06,780,753,27,96.53846153846153,3.4615384615384617
209,2123,59,2026-02-02,1536,1529,7,99.54427083333334,0.4557291666666667
210,910,193,2026-04-07,2800,2719,81,97.10714285714286,2.892857142857143
211,1148,120,2026-02-27,4675,4652,23,99.50802139037434,0.4919786096256685
212,9488,9756,2026-03-08,71,71,0,100.0,0.0
213,1691,227,2026-03-30,857,533,324,62.19369894982497,37.80630105017503
214,1046,89,2026-02-15,0,0,0,0.0,0.0
215,1219,169,2026-04-16,1766,1697,69,96.09286523216308,3.9071347678369195
216,2772,189,2026-03-23,3221,3163,58,98.19931698230363,1.8006830176963675
217,2927,100,2026-04-14,1085,1081,4,99.63133640552996,0.3686635944700461
218,2047,137,2026-04-27,311,302,9,97.10610932475883,2.8938906752411575
219,3826,134,2026-04-02,2916,2832,84,97.11934156378601,2.880658436213992
220,3253,151,2026-01-07,528,358,170,67.8030303030303,32.196969696969695
221,4768,46,2026-01-11,4594,4425,169,96.32128863735306,3.678711362646931
222,762,244,2026-04-22,2315,2255,60,97.40820734341253,2.591792656587473
223,3666,238,2026-02-04,15,15,0,100.0,0.0
224,3210,116,2026-03-18,14195297,13956924,238373,98.32076074209648,1.6792392579035156
225,2474,210,2026-02-04,67,58,9,86.56716417910447,13.432835820895523
226,770,114,2026-04-03,517,197,320,38.10444874274662,61.89555125725339
227,2934,128,2026-01-22,1559,1486,73,95.31751122514433,4.682488774855677
228,441,98,2026-03-31,890,395,495,44.38202247191011,55.61797752808989
229,2886,217,2026-03-16,14227781,13794151,433630,96.95223028805405,3.047769711945946
231,991,175,2026-01-28,2132,2096,36,98.31144465290807,1.6885553470919326
232,261,178,2026-03-11,2533,2439,94,96.28898539281484,3.7110146071851555
234,2332,133,2026-02-09,4724,4587,137,97.09991532599493,2.9000846740050807
235,2303,139,2026-04-21,2978,2903,75,97.48153122901276,2.5184687709872398
236,2459,241,2026-03-17,4355,4320,35,99.19632606199771,0.8036739380022963
237,1130,227,2026-01-04,580,571,9,98.44827586206897,1.5517241379310345
238,4346,8,2026-01-14,2417,2307,110,95.44890359950352,4.551096400496483
239,2710,211,2026-03-03,3488,3447,41,98.82454128440367,1.1754587155963303
240,1051,106,2026-02-21,23184474,22867384,317090,98.63231747246023,1.3676825275397664
241,2132,242,2026-04-26,1713,1284,429,74.95621716287215,25.04378283712785
242,4336,227,2026-01-15,3497,3465,32,99.08492993994852,0.9150700600514727
243,2349,104,2026-04-10,160,111,49,69.375,30.625000000000004
244,1379,244,2026-03-05,0,0,0,0.0,0.0
245,3122,101,2026-03-25,209,176,33,84.21052631578947,15.789473684210526
246,2796,82,2026-01-07,2435,2347,88,96.38603696098562,3.6139630390143735
247,3257,151,2026-03-06,1162,1128,34,97.07401032702238,2.9259896729776247
248,3464,157,2026-03-04,2182,2178,4,99.8166819431714,0.18331805682859761
249,4810,45,2026-01-05,3272,3140,132,95.96577017114915,4.034229828850855
250,3611,246,2026-01-19,608,588,20,96.71052631578947,3.289473684210526
251,3247,231,2026-03-16,1967,1925,42,97.86476868327402,2.135231316725979
252,4420,54,2026-04-09,1076,1066,10,99.07063197026022,0.929368029739777
253,2417,171,2026-04-17,930,729,201,78.38709677419354,21.612903225806452
254,4484,133,2026-01-21,2113,2108,5,99.76336961665878,0.236630383341221
255,804,71,2026-03-15,397,336,61,84.63476070528966,15.365239294710328
256,2842,58,2026-01-18,237,237,0,100.0,0.0
257,4023,85,2026-03-25,638,208,430,32.60188087774294,67.39811912225704
258,3795,65,2026-02-14,4425,4348,77,98.25988700564972,1.7401129943502827
260,506,79,2026-03-13,2162,2082,80,96.29972247918593,3.700277520814061
261,3085,71,2026-04-14,2555,2485,70,97.26027397260275,2.73972602739726
262,4185,199,2026-01-21,4959,4945,14,99.71768501714055,0.28231498285944745
263,2600,209,2026-03-11,352,340,12,96.5909090909091,3.4090909090909087
264,2843,68,2026-03-05,2112,2014,98,95.35984848484848,4.640151515151516
265,4652,202,2026-02-19,4432,4247,185,95.82581227436823,4.17418772563177
266,2948,139,2026-03-26,4145,4036,109,97.37032569360676,2.6296743063932446
267,3450,85,2026-04-13,1146,1142,4,99.65095986038395,0.34904013961605584
268,580,25,2026-04-10,4927,4792,135,97.25999594073473,2.740004059265273
269,2831,128,2026-04-07,1157,1105,52,95.50561797752809,4.49438202247191
270,2353,230,2026-04-20,2124,2100,24,98.87005649717514,1.1299435028248588
271,4164,227,2026-01-09,4523,4357,166,96.32986955560469,3.670130444395313
272,3550,179,2026-02-01,1348,1282,66,95.10385756676558,4.896142433234421
273,591,133,2026-01-20,2906,2809,97,96.662078458362,3.3379215416379906
274,4361,40,2026-02-16,3519,3511,8,99.77266268826371,0.2273373117362887
275,4116,137,2026-04-29,207,183,24,88.40579710144928,11.594202898550725
276,4524,203,2026-01-19,3525,3491,34,99.0354609929078,0.9645390070921985
277,1153,157,2026-04-17,896,876,20,97.76785714285714,2.232142857142857
278,4074,32,2026-02-23,8531837,8285941,245896,97.11790086941417,2.882099130585828
279,1114,31,2026-03-28,1149,1104,45,96.08355091383812,3.91644908616188
280,9683,9200,2026-02-18,12,0,12,0.0,100.0
281,3436,235,2026-02-04,4761,4691,70,98.52972064692291,1.4702793530770846
282,2548,218,2026-01-28,4322,4212,110,97.4548819990745,2.5451180009254974
283,9351,9589,2026-02-02,54,54,0,100.0,0.0
284,2400,189,2026-04-10,540,200,340,37.03703703703704,62.96296296296296
285,325,181,2026-03-23,432,415,17,96.06481481481481,3.935185185185185
286,2182,89,2026-03-04,1534,1515,19,98.76140808344198,1.2385919165580181
287,818,28,2026-04-19,289,281,8,97.23183391003461,2.768166089965398
288,3675,83,2026-02-07,19540590,19137205,403385,97.93565598582234,2.064344014177668
290,4141,152,2026-03-07,1713,1704,9,99.47460595446584,0.5253940455341506
291,3560,165,2026-02-01,1596,1145,451,71.74185463659147,28.25814536340852
293,2740,182,2026-03-13,2160,2094,66,96.94444444444444,3.0555555555555554
294,3772,188,2026-04-03,620,604,16,97.41935483870968,2.5806451612903225
295,551,223,2026-02-03,1229,1168,61,95.0366151342555,4.963384865744508
296,210,210,2026-02-17,544,543,1,99.81617647058823,0.1838235294117647
297,4156,78,2026-01-02,370,368,2,99.45945945945947,0.5405405405405406
298,1716,48,2026-05-01,2570,2486,84,96.73151750972762,3.268482490272374
299,3935,25,2026-03-11,1875,1864,11,99.41333333333333,0.5866666666666667
300,1380,207,2026-02-06,159,159,0,100.0,0.0
301,579,33,2026-01-28,0,0,0,0.0,0.0
303,2678,150,2026-03-24,709,704,5,99.29478138222849,0.7052186177715092
304,9535,9981,2026-02-20,0,0,0,0.0,0.0
305,4764,241,2026-02-22,1570,1518,52,96.68789808917198,3.3121019108280256
306,9597,9538,2026-02-13,41,35,6,85.36585365853658,14.634146341463413
307,557,198,2026-04-30,4685,4571,114,97.5667022411953,2.4332977588046956
308,2026,110,2026-01-03,4986,4907,79,98.41556357801845,1.5844364219815485
309,3443,220,2026-02-04,87,87,0,100.0,0.0
310,3007,14,2026-01-20,4691,4503,188,95.99232573012151,4.007674269878491
311,1038,56,2026-03-30,2027,1990,37,98.17464232856437,1.8253576714356192
312,3062,200,2026-02-21,1849,1762,87,95.2947539210384,4.705246078961601
313,4762,247,2026-04-30,4277,4084,193,95.48749123217209,4.512508767827917
314,866,32,2026-03-31,3602,3576,26,99.27817878956135,0.7218212104386451
315,4213,181,2026-01-21,2263,2213,50,97.79054352629252,2.209456473707468
316,2426,187,2026-01-02,1579,1551,28,98.22672577580748,1.773274224192527
317,855,215,2026-03-10,23714150,23408669,305481,98.71181973631776,1.288180263682232
318,423,63,2026-02-26,4168,4168,0,100.0,0.0
319,1664,151,2026-02-19,12836938,12516983,319955,97.50754424458543,2.49245575541457
320,489,245,2026-04-18,845,812,33,96.09467455621302,3.9053254437869818
321,2543,220,2026-03-13,4,0,4,0.0,100.0
322,4865,107,2026-03-31,1418,1409,9,99.36530324400564,0.6346967559943583
323,2692,244,2026-01-20,990,963,27,97.27272727272728,2.727272727272727
324,3117,145,2026-01-03,1975,1965,10,99.49367088607595,0.5063291139240507
325,3852,146,2026-04-10,1406,1367,39,97.226173541963,2.7738264580369845
326,2526,176,2026-04-10,2437,2341,96,96.06073040623717,3.9392695937628233
327,1920,215,2026-02-04,2605,2531,74,97.15930902111324,2.840690978886756
328,3442,163,2026-04-21,2211,2164,47,97.87426503844414,2.125734961555857
329,612,67,2026-04-22,4093,3916,177,95.67554361104325,4.324456388956755
331,2650,37,2026-01-26,2434,2410,24,99.0139687756779,0.9860312243221034
332,472,1,2026-04-08,3991,3915,76,98.09571535955901,1.904284640440992
333,4878,103,2026-02-04,5,0,5,0.0,100.0
334,2008,104,2026-03-06,1631,1631,0,100.0,0.0
335,645,186,2026-02-22,4461,4431,30,99.32750504371216,0.6724949562878278
336,1360,51,2026-02-23,1499,1439,60,95.99733155436958,4.0026684456304205
337,412,164,2026-02-10,380,144,236,37.89473684210527,62.10526315789474
338,1361,124,2026-04-18,2020,1957,63,96.88118811881188,3.118811881188119
339,4316,96,2026-01-30,1448,1138,310,78.59116022099447,21.408839779005525
340,3091,34,2026-02-10,667,298,369,44.677661169415295,55.322338830584705
341,2532,140,2026-03-24,2859,2770,89,96.8870234347674,3.1129765652325987
342,4974,165,2026-01-06,899,894,5,99.44382647385984,0.5561735261401557
343,2965,45,2026-03-13,2802,2792,10,99.64311206281228,0.35688793718772305
344,2738,129,2026-01-17,4575,4388,187,95.91256830601093,4.087431693989071
345,4347,154,2026-04-24,4816,4739,77,98.40116279069767,1.5988372093023258
346,191,228,2026-02-03,1252,839,413,67.01277955271566,32.98722044728434
347,4742,208,2026-04-26,2486,2418,68,97.26468222043442,2.7353177795655674
348,3864,35,2026-01-03,810,786,24,97.03703703703704,2.9629629629629632
349,2166,224,2026-02-01,3411,3365,46,98.65142187041923,1.3485781295807682
350,828,179,2026-01-27,182,181,1,99.45054945054946,0.5494505494505495
351,2531,11,2026-03-08,1679,1645,34,97.97498511018463,2.0250148898153664
352,763,35,2026-01-05,3148,3085,63,97.9987293519695,2.001270648030496
353,3386,249,2026-03-12,3635,3477,158,95.65337001375515,4.346629986244841
354,1727,205,2026-02-03,2371,2296,75,96.83677773091523,3.163222269084774
356,2440,222,2026-02-02,1719,1665,54,96.8586387434555,3.1413612565445024
357,4254,25,2026-04-17,1816,1809,7,99.61453744493393,0.3854625550660793
358,3654,99,2026-05-01,482,462,20,95.850622406639,4.149377593360995
359,4866,20,2026-02-04,10,0,10,0.0,100.0
360,146,227,2026-01-14,7,0,7,0.0,100.0
361,330,4,2026-04-28,1415,1359,56,96.04240282685512,3.9575971731448765
362,4052,126,2026-03-28,3107,3099,8,99.74251689732861,0.2574831026713872
363,2964,66,2026-01-16,3642,3590,52,98.57221306974189,1.4277869302580999
364,3512,63,2026-02-24,1504,1482,22,98.5372340425532,1.4627659574468086
365,3888,105,2026-04-06,4956,4724,232,95.31880548829702,4.681194511702986
366,3341,170,2026-02-16,0,0,0,0.0,0.0
367,3230,186,2026-02-06,342,331,11,96.78362573099415,3.216374269005848
368,4461,179,2026-04-10,2201,2102,99,95.50204452521581,4.497955474784189
369,775,145,2026-04-25,875,744,131,85.02857142857142,14.971428571428572
370,3599,181,2026-01-02,3667,3513,154,95.80038178347424,4.199618216525771
371,909,117,2026-03-26,4732,4547,185,96.09044801352493,3.9095519864750634
372,4160,148,2026-01-31,398,380,18,95.47738693467338,4.522613065326634
373,4032,26,2026-04-29,2472,2408,64,97.41100323624595,2.5889967637540456
374,1483,97,2026-02-15,4362,4302,60,98.62448418156808,1.3755158184319118
375,9384,9512,2026-02-26,3,0,3,0.0,100.0
376,1385,79,2026-04-14,697,526,171,75.46628407460545,24.533715925394546
377,4170,137,2026-02-23,4859,4722,137,97.18048981271866,2.8195101872813337
378,2605,116,2026-03-14,0,0,0,0.0,0.0
379,433,83,2026-01-21,397,380,17,95.71788413098237,4.282115869017632
380,4255,206,2026-04-23,1480,1464,16,98.91891891891892,1.0810810810810811
381,4628,114,2026-04-09,3872,3688,184,95.24793388429752,4.75206611570248
382,127,28,2026-01-06,1243,1221,22,98.23008849557522,1.7699115044247788
383,1482,143,2026-01-20,34,21,13,61.76470588235294,38.23529411764706
384,1774,27,2026-01-28,286,282,4,98.6013986013986,1.3986013986013985
385,2558,92,2026-03-26,1467,1464,3,99.79550102249489,0.2044989775051125
386,1735,240,2026-01-25,2985,2900,85,97.15242881072027,2.8475711892797317
387,2157,167,2026-03-11,4564,4550,14,99.69325153374233,0.3067484662576687
388,4815,187,2026-04-15,2678,2617,61,97.72218073188948,2.2778192681105303
389,225,144,2026-04-13,4778,4542,236,95.06069485140226,4.9393051485977395
390,4826,173,2026-03-28,4183,4090,93,97.77671527611761,2.223284723882381
391,4934,200,2026-01-25,4880,4669,211,95.67622950819671,4.323770491803279
392,1456,204,2026-03-25,3397,3366,31,99.08743008536945,0.9125699146305564
393,3776,32,2026-02-04,0,0,0,0.0,0.0
394,407,138,2026-02-28,3406,3371,35,98.97240164415737,1.0275983558426305
